id,code,description,category,subcategory,unit,rate
mjd-002017,RC -1006,"EO twin wall for forming slot in one face only ne 1m2",RC Works,General,nr,0
mjd-002018,RC -1007,"Formwork to ends of twin wall infill; ne 250",RC Works,Filling,m,19.52
mjd-002019,RC -1008,"Formwork to openings in twin wall infill; ne 250",RC Works,Filling,m,19.52
mjd-002020,RC -1009,"Nudura ICF 96-6, 150mm core, 286mm o/a thk; insulated wall blocks; reinforcement (at 200kg/m3) and 150mm C40 concrete included",RC Works,Concrete Supply,m²,158.22
mjd-002021,RC -1010,"Nudura ICF 96-8, 200mm core, 337mm o/a thk; insulated wall blocks; reinforcement (at 200kg/m3) and 200mm C40 concrete included",RC Works,Concrete Supply,m²,193.2
mjd-002022,RC -1011,"Verteka twin wall units; 250mm thk wall; 2 x 25mm skins",RC Works,General,m²,253.27
mjd-002023,RC -1012,"PC Columns; 225x600x3.0m; inc prop & grout",RC Works,Earthwork Support,nr,475.23
mjd-002024,RC -1013,"PC Columns; 225x450x3.0m; inc prop & grout",RC Works,Earthwork Support,nr,378.16
mjd-002025,RC -1014,"PC Columns; 300x300x3.0m; inc prop & grout",RC Works,Earthwork Support,nr,340.74
mjd-002026,RC -1015,"PC Columns; 300x900x3.0m; inc prop & grout",RC Works,Earthwork Support,nr,817.96
mjd-002027,RC -1016,"PC Columns; 225x600x4.575m; inc prop & grout",RC Works,Earthwork Support,nr,703
mjd-002028,RC -1017,"PC Columns; 225x450x4.575m; inc prop & grout",RC Works,Earthwork Support,nr,554.97
mjd-002029,RC -1018,"PC Columns; 300x900x4.575m; inc prop & grout",RC Works,Earthwork Support,nr,1225.65
mjd-002030,RC -1019,"PC Columns; 300x300x4.575m; inc prop & grout",RC Works,Earthwork Support,nr,497.9
mjd-002031,RC -1020,"PC walls; 3.165mx225x4.575m; inc prop & grout",RC Works,Earthwork Support,nr,3115.5
mjd-002032,RC -1021,"PC walls; 3.974mx225x4.575m; inc prop & grout",RC Works,Earthwork Support,nr,3856.66
mjd-002033,RC -1022,"PC walls; 4.225mx225x4.575m; inc prop & grout",RC Works,Earthwork Support,nr,4086.61
mjd-002034,RC -1023,"PC walls; 3.165mx225x3.0m; inc prop & grout",RC Works,Earthwork Support,nr,2091.38
mjd-002035,RC -1024,"PC walls; 3.974mx225x3.0m; inc prop & grout",RC Works,Earthwork Support,nr,2577.39
mjd-002036,RC -1025,"PC walls; 4.225mx225x3.0m; inc prop & grout",RC Works,Earthwork Support,nr,2728.17
mjd-002037,RC -1026,"PC walls; 3.280mx225x4.575m; inc prop & grout",RC Works,Earthwork Support,nr,3220.86
mjd-002038,RC -1027,"PC walls; 3.700mx225x4.575m; inc prop & grout",RC Works,Earthwork Support,nr,3605.63
mjd-002039,RC -1028,"PC walls; 4.800mx225x4.575m; inc prop & grout",RC Works,Earthwork Support,nr,4613.39
mjd-002040,RC -1029,"PC walls; 3.280mx225x3.0m; inc prop & grout",RC Works,Earthwork Support,nr,2112.41
mjd-002041,RC -1030,"EO in-situ column for pre-cast column",RC Works,Precast,nr,41.39
mjd-002042,RC -1031,"EO in-situ wall (3.50 x 250 x 3.00hg) for pre-cast wall",RC Works,Precast,nr,140.68
mjd-002043,RC -1032,"Saving for in-situ columns in lieu of pre-cast",RC Works,Precast,nr,0
mjd-002044,RC -1033,"Saving for in-situ walls in lieu of pre-cast",RC Works,Precast,nr,0
mjd-002045,RC -1034,"Balconies; 1.35w x 2.80m lg x 250 thk; 1nr RW outlet",RC Works,General,nr,804.04
mjd-002046,RC -2046,"Twin Wall per m run (height in blue)",RC Works,General,tonne,186.65
mjd-002047,RC -2047,"£ Twinwall supply/m2 (allows 185kg/m3)",RC Works,General,m³,29.7
mjd-002048,RC -1034,"300mm thick precast concrete twin walls [65-170-65]; concrete infill",RC Works,Filling,m²,1
mjd-002049,RC -1035,"250mm thick precast concrete twin walls [65-120-65]; 0.560m high; concrete infill",RC Works,Filling,m,0.56
mjd-002050,RC -1036,"250mm thick precast concrete twin walls [65-120-65]; 2.809m high; concrete infill",RC Works,Filling,m,2.81
mjd-002051,RC -1037,"250mm thick precast concrete twin walls [65-120-65]; 2.925m high; concrete infill",RC Works,Filling,m,2.93
mjd-002052,RC -1038,"250mm thick precast concrete twin walls [65-120-65]; 3.150m high; concrete infill",RC Works,Filling,m,3.15
mjd-002053,RC -1039,"extra over allowance for openings; 250mm thick precast concrete twin walls [65-120-65]; approx. 1000mm x 2400mm high",RC Works,Concrete Supply,nr,295
mjd-002054,RC -2054,"Form holes; ne 0.1m2",RC Works,General,nr,16.52
mjd-002055,RC -2055,"Columns based on £m3 rate (volume in blue)",RC Works,Steelwork,m³,1350
mjd-002056,RC -1040,"215mm x 600mm precast concrete column; 2.800m high",RC Works,Concrete Supply,nr,0.36
mjd-002057,RC -1041,"215mm x 600mm precast concrete column; 2.925m high",RC Works,Concrete Supply,nr,0.38
mjd-002058,RC -1042,"215mm x 600mm precast concrete column; 3.150m high",RC Works,Concrete Supply,nr,0.41
mjd-002059,RC -1043,"215mm x 600mm precast concrete column; 3.200m high",RC Works,Concrete Supply,nr,0.41
mjd-002060,RC -2060,"Solid Wall per m run (volume in blue)",RC Works,General,ltr,1250
mjd-002061,RC -1044,"215mm thick precast concrete walls; 0.560m high",RC Works,Concrete Supply,m,0.12
mjd-002062,RC -1045,"215mm thick precast concrete walls; 2.809m high",RC Works,Concrete Supply,m,0.6
mjd-002063,RC -1046,"215mm thick precast concrete walls; 2.925m high",RC Works,Concrete Supply,m,0.63
mjd-002064,RC -1047,"215mm thick precast concrete walls; 3.120m high",RC Works,Concrete Supply,m,0.67
mjd-002065,RC -1048,"215mm thick precast concrete walls; 3.150m high",RC Works,Concrete Supply,m,0.68
mjd-002066,RC -1049,"215mm thick precast concrete walls; 3.200m high",RC Works,Concrete Supply,m,0.69
mjd-002067,RC -1050,"extra over allowance for opening; 215mm thick precast concrete walls; approx. 1000mm x 2400mm high",RC Works,Concrete Supply,nr,180.84
mjd-002068,RC -1051,"300mm thick precast concrete walls; 5.500m high",RC Works,Concrete Supply,m,1.65
mjd-002069,RC -2069,"Balconies based on £m3 rate (volume in blue)",RC Works,General,m³,1250
mjd-002070,RC -1051,"Balconies; 1.80w x 4.15m lg x 225 thk; 1nr RW outlet",RC Works,General,nr,1.68
mjd-002071,RC -1052,"Balconies; 1.80w x 5.80m lg x 225 thk; 1nr RW outlet",RC Works,General,nr,2.35
mjd-002072,RC -1053,"PC retaining wall units; L shaped; 1.3m high & 750mm base x 250 thk",RC Works,Retaining Structures,m,428.91
mjd-002073,RC -1054,"PC retaining wall units; L shaped; 3.6m high and 2m base x 300 thk",RC Works,Retaining Structures,m,1100
mjd-002074,RC -1055,"PC retaining wall units; L shaped 4.55m high x 550 thk wall on 3.50m x 600 thk base. Reckli finish to one side of wall. 180kg/m3 rebar.",RC Works,Reinforcement,m,3953.04
mjd-002075,RC -1056,"PC retaining wall units; L shaped 4.55m high x 550 thk wall on 3.50m x 600 thk base. Reckli finish to one side of wall. 180kg/m3 rebar. Curved on plan",RC Works,Reinforcement,m,9882.6
mjd-002076,RC -1057,"PC copings; triangular 700 x 700; bedded on cm",RC Works,General,m,326.47
mjd-002077,RC -1058,"PC copings; triangular 700 x 700; bedded on cm; curved",RC Works,General,m,329.63
mjd-002078,RC -1059,"Removal of PC retaining wall units",RC Works,Retaining Structures,m,300
mjd-002079,RC -1060,"Drain to rear of wall",RC Works,General,m,25
mjd-002080,RC -1061,"Conc base to sit PC units on; 2m wide",RC Works,General,m,69.16
mjd-002081,RC -1062,"Temporary drain to prevent run off",RC Works,Temporary Services,m,25
mjd-002082,RC -1063,"600 x 600 x 200 x 4000hgh L shpaed columnn",RC Works,Steelwork,nr,1383.75
mjd-002083,RC -1064,"400 x 400 x 4000hgh column cast onto side of existing column; drill & dowel 2 rows at 200 c/s",RC Works,Steelwork,nr,1781.59
mjd-002084,RC -1065,"1 pile (600dia); 900x900x1400; Exc, C/A, EWS, W/S, L&C, 50 blinding, C40 conc, fwk, 120kg/m3 rebar, cut down piles",RC Works,Excavation,nr,1087.45
mjd-002085,RC -1066,"2 pile (600dia); 2700x900x1400; Exc, C/A, EWS, W/S, L&C, 50 blinding, C40 conc, fwk, 120kg/m3 rebar, cut down piles",RC Works,Excavation,nr,2930.19
mjd-002086,RC -1067,"3 pile (600dia); 2700x2500x1400; Exc, C/A, EWS, W/S, L&C, 50 blinding, C40 conc, fwk, 120kg/m3 rebar, cut down piles",RC Works,Excavation,nr,5823.54
mjd-002087,RC -1068,"4 pile (600dia); 2700x2700x1400; Exc, C/A, EWS, W/S, L&C, 50 blinding, C40 conc, fwk, 120kg/m3 rebar, cut down piles",RC Works,Excavation,nr,7869.41
mjd-002088,RC -1069,"4 pile (600dia); 2700x2700x1500; Exc, C/A, EWS, W/S, L&C, 50 blinding, C40 conc, fwk, 120kg/m3 rebar, cut down piles",RC Works,Excavation,nr,8405.81
mjd-002089,RC -1070,"5 pile (600dia); 3450x3450x1800; Exc, C/A, EWS, W/S, L&C, 50 blinding, C40 conc, fwk, 120kg/m3 rebar, cut down piles",RC Works,Excavation,nr,26363.11
mjd-002090,RC -1071,"6 pile (600dia); 4500x2700x1400; Exc, C/A, EWS, W/S, L&C, 50 blinding, C40 conc, fwk, 120kg/m3 rebar, cut down piles",RC Works,Excavation,nr,12803.37
mjd-002091,RC -1072,"6 pile (600dia); 4500x2700x1800; Exc, C/A, EWS, W/S, L&C, 50 blinding, C40 conc, fwk, 120kg/m3 rebar, cut down piles",RC Works,Excavation,nr,16290.96
mjd-002092,RC -1073,"9 pile (600dia); 4500x4500x1400; Exc, C/A, EWS, W/S, L&C, 50 blinding, C40 conc, fwk, 120kg/m3 rebar, cut down piles",RC Works,Excavation,nr,20832.59
mjd-002093,RC -1074,"9 pile (600dia); 4500x4500x1800; Exc, C/A, EWS, W/S, L&C, 50 blinding, C40 conc, fwk, 120kg/m3 rebar, cut down piles",RC Works,Excavation,nr,26831.76
mjd-002094,RC -1075,"In-situ stairs; 1.0m wide",RC Works,General,m,508.9
mjd-002095,RC -1076,"In-situ stairs; 1.2m wide",RC Works,General,m,581.08
mjd-002096,RC -1077,"In-situ stairs; 1.2m wide",RC Works,General,item,1162.15
mjd-002097,RC -1078,"In-situ stairs; 1.5m wide",RC Works,General,m,693.17
mjd-002098,RC -1079,"In-situ stairs; 1.5m wide; curved",RC Works,General,m,2079.51
mjd-002099,RC -1080,"In-situ stairs; 1.5m wide; special curved varying width",RC Works,General,m,8082.21
mjd-002100,RC -1081,"In-situ stairs; 2.0m wide",RC Works,General,m,879.69
mjd-002101,RC -1082,"In-situ stairs; 2.0m wide; canted at angle on plan",RC Works,General,m,1319.53
mjd-002102,RC -1083,"In-situ stairs; 2.0m wide; canted/trapezoidal on plan",RC Works,General,item,2639.06
mjd-002103,RC -1082,"In-situ stairs; 3.0m wide",RC Works,General,m,1021.69
mjd-002104,RC -1083,"In-situ concrete stairs; metal formers; ne 1.0m wide",RC Works,Concrete Supply,m,409.92
mjd-002105,RC -1084,"In-situ concrete stairs; metal formers; ne 1.0m wide",RC Works,Concrete Supply,item,819.84
mjd-002106,RC -1085,"In-situ concrete stairs; metal formers; ne 1.1m wide",RC Works,Concrete Supply,m,422.92
mjd-002107,RC -1086,"In-situ concrete stairs; metal formers; ne 1.1m wide",RC Works,Concrete Supply,item,845.83
mjd-002108,RC -1087,"In-situ concrete stairs; metal formers; ne 1.15m wide",RC Works,Concrete Supply,m,442.82
mjd-002109,RC -1088,"In-situ concrete stairs; metal formers; ne 1.15m wide",RC Works,Concrete Supply,item,885.65
mjd-002110,RC -1089,"In-situ concrete stairs; metal formers; ne 1.2m wide",RC Works,Concrete Supply,m,456.53
mjd-002111,RC -1090,"In-situ concrete stairs; metal formers; ne 1.2m wide",RC Works,Concrete Supply,item,913.05
mjd-002112,RC -1091,"In-situ concrete stairs; metal formers; ne 1.5m wide",RC Works,Concrete Supply,m,567.62
mjd-002113,RC -1092,"In-situ concrete stairs; metal formers; ne 1.5m wide",RC Works,Concrete Supply,item,1135.24
mjd-002114,RC -1093,"In-situ concrete stairs; metal formers; ne 1.56m wide; rate per tread & 169mm riser",RC Works,Concrete Supply,nr,230.23
mjd-002115,RC -1094,"In-situ concrete stairs; metal formers; ne 1.6m wide",RC Works,Concrete Supply,m,607.74
mjd-002116,RC -1095,"In-situ concrete stairs; metal formers; ne 1.6m wide",RC Works,Concrete Supply,item,1215.48
mjd-002117,RC -1096,"In-situ concrete stairs; metal formers; ne 2.0m wide",RC Works,Concrete Supply,m,719.5
mjd-002118,RC -1097,"In-situ concrete stairs; metal formers; ne 2.0m wide",RC Works,Concrete Supply,item,1439
mjd-002119,RC -1098,"In-situ concrete stairs; metal formers; ne 1.70m wide; rate per tread & 169mm riser",RC Works,Concrete Supply,nr,243.19
mjd-002120,RC -1099,"EO insitu stairs for additional raking feature; 300mm lg",RC Works,General,nr,121.15
mjd-002121,RC -1100,"Handrails; temp; m/steel; 48 dia posts with 42 dia & 33 dia rails (HR008)",RC Works,Reinforcement,m,56.64
mjd-002122,RC -1101,"Handrails; temp; m/steel; 48 dia posts with 42 dia & 33 dia rails (HR008)",RC Works,Reinforcement,item,113.28
mjd-002123,RC -1102,"Handrails; temp; m/steel; 48 dia posts with 42 dia & 33 dia rails (HR008); rate per 169mm riser",RC Works,Reinforcement,nr,19.14
mjd-002124,RC -1103,"Handrail; permanent; m/steel; 42 dia posts with 42 & 33 dia top/bottom rails & 12 dia verts at 100 c/s (HR001); horizontal to landings",RC Works,Reinforcement,m,366.46
mjd-002125,RC -1104,"Handrail; permanent; m/steel; 42 dia posts with 42 & 33 dia top/bottom rails & 12 dia verts at 100 c/s (HR001); raking",RC Works,Reinforcement,m,304.44
mjd-002126,RC -1105,"Handrail; permanent; m/steel; 42 dia posts with 42 & 33 dia top/bottom rails & 12 dia verts at 100 c/s (HR001)",RC Works,Reinforcement,item,608.88
mjd-002127,RC -1106,"Handrail; permanent; m/steel balustrading with Stainless Steel top rail 42 dia posts with 42 & 33 dia top/bottom rails & 12 dia verts at 100 c/s",RC Works,Reinforcement,item,913.32
mjd-002128,RC -1107,"EO for ends, bends & returns",RC Works,Pipes & Fittings,nr,47.2
mjd-002129,RC -1108,"Handrail; permanent; m/steel; 40 sq posts with 42 dia top rail & 2 x 40x8 flat rails with 12 sq verts at 100 c/s (HR020)",RC Works,Reinforcement,m,194.7
mjd-002130,RC -1109,"EO for ends, bends & returns",RC Works,Pipes & Fittings,nr,23.6
mjd-002131,RC -1110,"Handrail; permanent; m/steel; 40 sq posts with 3 x 40x8 flat rails & 12 sq verts at 100 c/s (HR021)",RC Works,Reinforcement,m,194.7
mjd-002132,RC -1111,"EO for ends, bends & returns",RC Works,Pipes & Fittings,nr,59
mjd-002133,RC -1112,"Balastrade protection; Correx taped to both faces and foam roll to handrail",RC Works,General,m,29.7
mjd-002134,RC -1113,"Balastrade protection; Plywood to returns; 1100 x 200 x 18mm",RC Works,General,nr,12.68
mjd-002135,RC -1114,"Balastrade protection; remove ply return protection pieces",RC Works,General,nr,4.8
mjd-002136,RC -1115,"Staircase protection; Plywood to treads and risers; 1200 x (250+125) x 18mm; per tread",RC Works,General,nr,17.02
mjd-002137,RC -1116,"Staircase protection; Remove and dispose of Plywood to treads and risers; 1200 x (250+125); per tread",RC Works,General,nr,6.16
mjd-002138,RC -1117,"GRP temporary access stairs to fit over unpoured stairmaster staircases",RC Works,Temporary Services,tonne,2626.81
mjd-002139,RC -1118,"Handrail; permanent; s/steel; 42 dia posts with 42 dia top rail & 10mm toughened glass infills (HR/G-001)",RC Works,Filling,m,743.4
mjd-002140,RC -1119,"Wall mounted handrail; permanent; m/steel; 42 dia rail with wall brackets (HR-004); horizontal to landings",RC Works,Reinforcement,m,166.71
mjd-002141,RC -1120,"Wall mounted handrail; permanent; m/steel; 42 dia rail with wall brackets (HR-004); horizontal to landings per half landing",RC Works,Reinforcement,nr,900.22
mjd-002142,RC -1121,"Wall mounted handrail; permanent; m/steel; 42 dia rail with wall brackets (HR-004); sloping",RC Works,Reinforcement,m,169.81
mjd-002143,RC -1122,"Wall mounted handrail; permanent; m/steel; 42 dia rail with wall brackets (HR-004)",RC Works,Reinforcement,item,333.42
mjd-002144,RC -1123,"Wall mounted handrail; permanent; s/steel; 42 dia rail with wall brackets",RC Works,Reinforcement,m,349.61
mjd-002145,RC -1124,"Pre-cast concrete stairs; 1.0m wide",RC Works,Concrete Supply,m,447.48
mjd-002146,RC -1125,"Pre-cast concrete stairs; 1.1m wide",RC Works,Concrete Supply,m,484.85
mjd-002147,RC -1126,"Pre-cast concrete stairs; 1.1m wide",RC Works,Concrete Supply,item,969.7
mjd-002148,RC -1127,"Pre-cast concrete stairs; 1.2m wide",RC Works,Concrete Supply,m,498.62
mjd-002149,RC -1128,"Pre-cast concrete stairs; 1.2m wide",RC Works,Concrete Supply,item,997.23
mjd-002150,RC -1129,"Pre-cast concrete stairs; 1.4m wide",RC Works,Concrete Supply,m,517.45
mjd-002151,RC -1130,"Pre-cast concrete stairs; 1.5m wide",RC Works,Concrete Supply,m,534.32
mjd-002152,RC -1131,"Pre-cast concrete stairs; 1.5m wide",RC Works,Concrete Supply,item,1068.63
mjd-002153,RC -1132,"Pre-cast concrete stairs; 1.6m wide",RC Works,Concrete Supply,m,568.88
mjd-002154,RC -1133,"Pre-cast concrete stairs; 1.6m wide",RC Works,Concrete Supply,item,1137.77
mjd-002155,RC -1134,"Pre-cast concrete stairs; 2.0m wide",RC Works,Concrete Supply,m,683.25
mjd-002156,RC -1135,"Temporary scaffolding handrails to stairs (m rise)",RC Works,Plant & Equipment,item,109.35
mjd-002157,RC -1136,"Temporary scaffolding handrails to stairs (per storey)",RC Works,Plant & Equipment,tonne,328.04
mjd-002158,RC -1137,"Landings; half; max 1.2 x 2.6m x 200mm thk",RC Works,General,nr,1044.69
mjd-002159,RC -1138,"Landings; half; max 1.2 x 2.6m x 200mm thk; rate per m2",RC Works,General,m²,337
mjd-002160,RC -1139,"Landings; quarter; max 1.2 x 1.2m x 200mm thk",RC Works,General,nr,579.46
mjd-002161,RC -1140,"Landings; quarter; max 1.2 x 1.2m x 200mm thk; canted trapezoidal on plan",RC Works,General,nr,1158.92
mjd-002162,RC -1141,"Landings; semi circular half; max 1.2 x 2.6m x 200mm thk",RC Works,General,nr,2089.38
mjd-002163,RC -1142,"Landings; half with 6nr winding treads; double curved soffit; max 1.2 x 2.6m x 200mm thk x approx 1.35m rise",RC Works,Formwork,nr,12011.57
mjd-002164,RC -1143,"Structural steelwork as drawings 104-14400 rev C, 410 rev C & 420 rev C",RC Works,Reinforcement,tonne,60695.66
mjd-002165,RC -1144,"Equal angle; 200x200x18thk (54kg/m); bolted at 1.2m c/s",RC Works,General,m,101.87
mjd-002166,RC -1145,"Equal angle: stainless steel; 200x200x18thk (54kg/m); bolted at 1.2m c/s",RC Works,Reinforcement,m,575
mjd-002167,RC -1146,"Equal angle; 150x150x15thk (34kg/m); bolted at 1.0m c/s",RC Works,General,m,94.42
mjd-002168,RC -1147,"Equal angle; 100x100x12thk (18kg/m); bolted at 1.0m c/s",RC Works,General,m,73.59
mjd-002169,RC -1148,"Equal angle; 50x50x5thk (3.8kg/m); galvanised; cast into rebate",RC Works,General,m,46.62
mjd-002170,RC -1149,"Temp wks; UC; 203x203x46; propping beam; assume at 3m c/s",RC Works,Earthwork Support,tonne,2763.17
mjd-002171,RC -1150,"Temp wks; UC; 203x203x46; waling beam",RC Works,Steelwork,tonne,2763.17
mjd-002172,RC -1151,"Temp wks; UB; 178x102x19kg/m; beam",RC Works,Steelwork,tonne,2763.17
mjd-002173,RC -1152,"Temp wks; UB; 203x102x23kg/m; beam",RC Works,Steelwork,tonne,2763.17
mjd-002174,RC -1153,"Temp wks; UB; 254x102x43kg/m; beam",RC Works,Steelwork,tonne,2763.17
mjd-002175,RC -1154,"Temp wks; UB; 305x165x46kg/m; beam",RC Works,Steelwork,tonne,2763.17
mjd-002176,RC -1155,"Temp wks; UB; 450x500x250kg/m; beam",RC Works,Steelwork,tonne,2763.17
mjd-002177,RC -1156,"Temp wks; Columns; 660x40 CHS",RC Works,Steelwork,tonne,6945.61
mjd-002178,RC -1157,"Columns in steel frames; various components; primed; inc bolts, nuts, washers, end plates, etc",RC Works,Reinforcement,tonne,961.63
mjd-002179,RC -1158,"Columns in steel frames; various components; primed; inc bolts, nuts, washers, end plates, etc",RC Works,Reinforcement,tonne,2312.8
mjd-002180,RC -1159,"Fabricated columns in steel frames; various components; inc bolts, nuts, washers, end plates, etc",RC Works,Reinforcement,tonne,5203.8
mjd-002181,RC -1160,"Fabricated steel columns CC01; UC 254 x 254 x 107kg/m; inc head & base plates etc",RC Works,Reinforcement,tonne,5171.38
mjd-002182,RC -1161,"Fabricated steel columns CC02; UC 305 x 305 x 198kg/m; inc head & base plates etc",RC Works,Reinforcement,tonne,4866.06
mjd-002183,RC -1162,"Fabricated steel columns CC03; UC 356 x 368 x 202kg/m; inc head & base plates etc",RC Works,Reinforcement,tonne,4890.48
mjd-002184,RC -1163,"Fabricated steel columns CC04; UC 356 x 406 x 287kg/m; inc head & base plates etc",RC Works,Reinforcement,tonne,4792.78
mjd-002185,RC -1164,"Supply only plunge columns for top down concrete piles; UC 356 x 406 x 235kg/m",RC Works,Piling,tonne,1880.8
mjd-002186,RC -1165,"Beams in steel frames; various components; primed; inc bolts, nuts, washers, end plates, etc",RC Works,Reinforcement,tonne,2902.8
mjd-002187,RC -1166,"Beams in steel frames; various components; galvanised; inc bolts, nuts, washers, end plates, etc",RC Works,Reinforcement,tonne,11800
mjd-002188,RC -1167,"Beams in steel frames; various components; inc bolts, nuts, washers, end plates, etc; by hand",RC Works,Reinforcement,tonne,23600
mjd-002189,RC -1168,"Fabricated box girder FBG01, 1000 x 1250 x 1855kg/m; attached beams to GF slab; inc bolts, nuts, washers, end plates, etc",RC Works,Steelwork,tonne,5696.54
mjd-002190,RC -1169,"Curved SHS 800x 800 x 1178kg/m; attached beams to 1F slab; inc bolts, nuts, washers, end plates, etc",RC Works,Steelwork,tonne,7497.96
mjd-002191,RC -1170,"Columns in steel frames; various components; primed; inc bolts, nuts, washers, end plates, etc",RC Works,Reinforcement,tonne,2902.8
mjd-002192,RC -1171,"HSFG bolts with nuts, washers etc",RC Works,General,nr,5.31
mjd-002193,RC -1172,"Columns; 200 x 200 x 10 SHS (59.3kg/m); inc bolts, nuts, washers, end plates, etc; between concrete floors",RC Works,Concrete Supply,tonne,3634.33
mjd-002194,RC -1173,"Columns; 200 x 200 x 10 SHS (59.3kg/m); inc bolts, nuts, washers, end plates, etc; by hand",RC Works,Steelwork,tonne,7268.67
mjd-002195,RC -1174,"Columns; 140 CHS x 8",RC Works,Steelwork,tonne,2808.33
mjd-002196,RC -1175,"Columns; CHS 559 x 40",RC Works,Steelwork,m,4701.53
mjd-002197,RC -1176,"SHS column 3.2m high cast between concrete slabs inc base & head plates",RC Works,Concrete Supply,nr,988.72
mjd-002198,RC -1177,"Beams;",RC Works,Steelwork,tonne,2746.12
mjd-002199,RC -1178,"Beams; top of lift shafts",RC Works,Steelwork,tonne,3373.16
mjd-002200,RC -1179,"Supply only connection plate; 500 x 750 x 25; with shear studs welded to back; casting in by others & welding fin plate",RC Works,General,nr,430.17
mjd-002201,RC -1180,"Supply only connection plates and weld on fin plates",RC Works,General,nr,371.96
mjd-002202,RC -1181,"Supply only holding down bolt sets inc template; set of 4; casting in by others",RC Works,General,nr,106.2
mjd-002203,RC -1182,"Encased steel beam; UB,914x419x343kg x 5.04m lg",RC Works,Reinforcement,nr,2.22
mjd-002204,RC -1183,"Encased steel beam; UB,1016x305x393kg x 6.10m lg",RC Works,Reinforcement,nr,3.08
mjd-002205,RC -1184,"EO for casting head plate into soffit fwk",RC Works,Formwork,nr,15.34
mjd-002206,RC -1185,"EO for casting head plate into top of slab",RC Works,General,nr,135.83
mjd-002207,RC -1186,"EO for casting head plate into soffit fwk",RC Works,Formwork,nr,73.82
mjd-002208,RC -1187,"Painting steelwork; factory primed and touch up on site after erection",RC Works,Reinforcement,m²,3.54
mjd-002209,RC -1188,"Needling & pinning to wall over steel beam",RC Works,Reinforcement,nr,1381.05
mjd-002210,RC -1189,"Steelwork attendance; cherry picker",RC Works,Reinforcement,item,0
mjd-002211,RC -1190,"Supply only Fabricated connection plates inc shear studs and anchor bars",RC Works,Reinforcement,tonne,2513.4
mjd-002212,RC -1191,"Plain; isolation joint; 20mm filler; ne 300mm",RC Works,Filling,m,5.87
mjd-002213,RC -1192,"Plain; isolation joint; 20mm filler; 300-600mm",RC Works,Filling,m,10.72
mjd-002214,RC -1193,"Plain; isolation joint; 20mm filler; ex 600mm",RC Works,Filling,m²,20.51
mjd-002215,RC -1194,"Plain; isolation joint; 25mm filler; ne 300mm",RC Works,Filling,m,7.28
mjd-002216,RC -1195,"Plain; isolation joint; 25mm filler; 300-600mm",RC Works,Filling,m,13.54
mjd-002217,RC -1196,"Plain; isolation joint; 25mm filler; ex 600mm",RC Works,Filling,m²,27.68
mjd-002218,RC -1197,"Plain; isolation joint; 140mm filler; ex 600mm",RC Works,Filling,m²,155.03
mjd-002219,RC -1198,"Plain; isolation joint; 20mm filler; mastic; ne 300mm",RC Works,Filling,m,15.96
mjd-002220,RC -1199,"Plain; isolation joint; 20mm filler; mastic; 300-600mm",RC Works,Filling,m,20.8
mjd-002221,RC -1200,"Formed; construction; ne 300",RC Works,General,m,10.41
mjd-002222,RC -1201,"Formed; construction; ne 300; including waterstop",RC Works,Temporary Services,m,26.64
mjd-002223,RC -1202,"Formed; construction; 300-600",RC Works,General,m,18.66
mjd-002224,RC -1203,"Formed; construction; ex 600",RC Works,General,m²,34.19
mjd-002225,RC -1204,"Formed; construction with key & grout check rebate; ne 300",RC Works,General,m,19.19
mjd-002226,RC -1205,"EO for key",RC Works,General,m,8.78
mjd-002227,RC -1206,"Construction joints/m2; with keys & grout check rebates",RC Works,Joints,m²,3.84
mjd-002228,RC -1207,"Formed; construction with key; 300-600",RC Works,General,m,28.26
mjd-002229,RC -1208,"Formed; construction with key; ex 600",RC Works,General,m²,46.58
mjd-002230,RC -1209,"Formed; isolation joint; 20mm filler; ne 300mm",RC Works,Filling,m,20.94
mjd-002231,RC -1210,"Formed; isolation joint; 20mm filler; 300-600mm",RC Works,Filling,m,32.79
mjd-002232,RC -1211,"Formed; isolation joint; 20mm filler; ex 600mm",RC Works,Filling,m²,54.7
mjd-002233,RC -1212,"Formed; isolation joint; 20mm filler; ne 300mm; mastic",RC Works,Filling,m,29.2
mjd-002234,RC -1213,"Formed; movement; dowels t&b @ 300c/s; ne 300mm",RC Works,Joints,m,29.21
mjd-002235,RC -1214,"Formed; movement; dowels t&b @ 300c/s; 300-600mm",RC Works,Joints,m,36.22
mjd-002236,RC -1215,"Formed; movement; 20mm filler; dowels t&b @ 300c/s; mastic; ne 300mm",RC Works,Filling,m,44.48
mjd-002237,RC -1216,"Formed; movement; 20mm filler; dowels t&b @ 300c/s; mastic; 300-600mm",RC Works,Filling,m,55.63
mjd-002238,RC -1217,"Formed; contraction (restrained movement); crack inducer; saw cut; ne 300mm; A252 mesh; mastic",RC Works,Excavation,m,37.34
mjd-002239,RC -1218,"Formed; sawn free movement; dowels t&b @ 300c/s; debonded; saw cut; mastic; ne 300mm",RC Works,Excavation,m,61.86
mjd-002240,RC -1219,"Formed; sawn restrained movement; dowels t&b @ 300c/s; saw cut; mastic; ne 300mm",RC Works,Excavation,m,42.19
mjd-002241,RC -1220,"Formed; contraction; crack inducer; saw cut; ne 300mm; mastic",RC Works,Excavation,m,51.26
