id,code,description,category,subcategory,unit,rate,quantity
MJD-000945,GRO-0687,"Insulation; XPS CB-RT03; 155mm thk; horz","Groundworks","Miscellaneous",m²,27.76,687
MJD-000946,GRO-0688,"Insulation; XPS CB-RT03; 305mm thk; horz","Groundworks","Miscellaneous",m²,40.64,688
MJD-000947,GRO-0689,"Insulation; 30mm thk; vert","Groundworks","Miscellaneous",m²,10.72,689
MJD-000948,GRO-0690,"Insulation; 30mm thk; vert; 450mm wide","Groundworks","Miscellaneous",m,5.78,690
MJD-000949,GRO-0691,"Insulation; 30mm thk; vert; 900mm wide","Groundworks","Miscellaneous",m,9.78,691
MJD-000950,GRO-00950,"DPM's / Waterproofing / Gas barriers","Groundworks","Membranes & DPM",tonne,0,0
MJD-000951,GRO-0692,"500g visqueen (125mu); horizontal","Groundworks","Miscellaneous",m²,1.3,692
MJD-000952,GRO-0693,"500g visqueen (125mu); vertical","Groundworks","Miscellaneous",m²,1.88,693
MJD-000954,GRO-0695,"1200g visqueen (300mu); sloping","Groundworks","Miscellaneous",m²,1.67,695
MJD-000955,GRO-0696,"1200g visqueen (300mu); vertical","Groundworks","Miscellaneous",m²,1.86,696
MJD-000956,GRO-0697,"Seal & dress around pile","Groundworks","Piling",nr,24.46,697
MJD-000957,GRO-0698,"1200g visqueen (300mu); horizontal; folded and taped joints","Masonry","Mortar & Pointing",m²,2.88,698
MJD-000958,GRO-0699,"2000g visqueen (500mu) ECO membrane; horizontal","Groundworks","Membranes & DPM",m²,3.26,699
MJD-000959,GRO-0700,"2000g visqueen (500mu) ECO membrane; vertical","Groundworks","Membranes & DPM",m²,4.06,700
MJD-000960,GRO-0701,"2mm HDPE pond/lagoon liner","Groundworks","Miscellaneous",m²,17.4,701
MJD-000961,GRO-00961,"Liquid","Groundworks","Miscellaneous",ltr,0,0
MJD-000962,GRO-0702,"RIW LAC; 2 coats; horz","Groundworks","Miscellaneous",m²,12.45,702
MJD-000963,GRO-0703,"RIW LAC; 2 coats; vert","Groundworks","Miscellaneous",m²,13.41,703
MJD-000964,GRO-0704,"RIW Flexiseal; 2 coats; horz","Groundworks","Miscellaneous",m²,34.94,704
MJD-000965,GRO-0705,"RIW Flexiseal; 2 coats; vert","Groundworks","Miscellaneous",m²,37.35,705
MJD-000966,GRO-0706,"RIW Toughseal (2pt epoxy); 2 coats; horz","Groundworks","Miscellaneous",m²,39.81,706
MJD-000967,GRO-0707,"RIW Toughseal (2pt epoxy); 2 coats; vert","Groundworks","Miscellaneous",m²,42.21,707
MJD-000968,GRO-0708,"Sikalastic 1K; horizontal","Groundworks","Miscellaneous",m²,34.94,708
MJD-000969,GRO-0709,"Sikalastic 1K; vertical","Groundworks","Miscellaneous",m²,37.35,709
MJD-000970,GRO-0710,"Silcor 900HA; horizontal","Groundworks","Miscellaneous",m²,54.67,710
MJD-000971,GRO-0711,"Silcor 900HA; vertical","Groundworks","Miscellaneous",m²,57.07,711
MJD-000972,GRO-0712,"Synthaprufe; 2 coats; horz","Groundworks","Miscellaneous",m²,21.92,712
MJD-000973,GRO-0713,"Synthaprufe; 2 coats; vert","Groundworks","Miscellaneous",m²,23.52,713
MJD-000974,GRO-0714,"Synthaprufe; 3 coats; horz","Groundworks","Miscellaneous",m²,33.03,714
MJD-000975,GRO-0715,"Synthaprufe; 3 coats; vert","Groundworks","Miscellaneous",m²,35.43,715
MJD-000976,GRO-0716,"Pudlo Liquid GB; horizontal","Concrete Works","Waterproof Concrete",m²,32.88,716
MJD-000977,GRO-0717,"Pudlo Liquid GB; vertical","Concrete Works","Waterproof Concrete",m²,37.21,717
MJD-000978,GRO-0718,"Premcrete Hydroprufe LG; horz","Groundworks","Miscellaneous",m²,32.88,718
MJD-000979,GRO-0719,"Premcrete Hydroprufe LG; vert","Groundworks","Miscellaneous",m²,37.21,719
MJD-000980,GRO-0720,"EO Hydroprufe LG for quartz aggregate spread on surface; horz","External Works","Fencing & Gates",m²,4.3,720
MJD-000981,GRO-0721,"Premcrete Hydroseal FX white; horz","Groundworks","Miscellaneous",m²,31.8,721
MJD-000982,GRO-0722,"Premcrete Hydroseal FX white; vert","Groundworks","Miscellaneous",m²,36.05,722
MJD-000983,GRO-0723,"Cemflex VB active metal waterstop","Groundworks","Miscellaneous",m,23.74,723
MJD-000984,GRO-0724,"Chem-Crete Pavix; CCC100; horz","Groundworks","Miscellaneous",m²,46.15,724
MJD-000985,GRO-0725,"Chem-Crete Pavix; CCC100; vert","Groundworks","Miscellaneous",m²,48.55,725
MJD-000986,GRO-0726,"Chem-Crete Pavix; CCC100; soffit","Concrete Works","Formwork",m²,72.33,726
MJD-000987,GRO-0727,"Bituthene LM; 3 coats; vert","Groundworks","Miscellaneous",m²,35.43,727
MJD-000988,EXT-00988,"Mastic Asphalt Tanking","External Works","Roads & Surfacing",tonne,0,0
MJD-000989,GRO-0728,"20mm thick 2 coat; exc 300mm width; horizontal","Groundworks","Miscellaneous",m²,47.2,728
MJD-000990,GRO-0729,"20mm thick 2 coat; exc 300mm width; vertical","Groundworks","Miscellaneous",m²,59,729
MJD-000991,GRO-0730,"Form external angle","Groundworks","Miscellaneous",m,9.44,730
MJD-000992,GRO-0731,"Internal angle fillet","Groundworks","Filling",m,11.8,731
MJD-000993,GRO-00993,"Hydrophillic/Bentonite membrane","Groundworks","Membranes & DPM",tonne,0,0
MJD-000994,GRO-0732,"Voltex/Sealmat; horizontal","Groundworks","Miscellaneous",m²,26.9,732
MJD-000995,GRO-0733,"Voltex/Sealmat; sloping","Groundworks","Miscellaneous",m²,29.03,733
MJD-000996,GRO-0734,"Voltex/Sealmat; vertical","Groundworks","Miscellaneous",m²,30.65,734
MJD-000997,GRO-0735,"Voltex; vertical; to face of contig piles","Groundworks","Piling",m²,33.53,735
MJD-000998,GRO-0736,"Voltex; seal at junctions; 40 x 40 fillet granules paste","Groundworks","Filling",m,13.26,736
MJD-000999,GRO-0737,"Voltex; reinforcing strip; 300mm wide","Groundworks","Excavation",m,11.46,737
MJD-001000,GRO-0738,"Hydrophillic waterstop (RX101/500S)","Groundworks","Miscellaneous",m,16.23,738
MJD-001001,GRO-0739,"Hydrostop BR adhered to Hydrostop WSM","Groundworks","Miscellaneous",m,18.24,739
MJD-001002,GRO-0740,"RIW Structureseal; horizontal","Structural Steel","Steel Sections",m²,24.9,740
MJD-001003,GRO-0741,"RIW Structureseal; vertical","Structural Steel","Steel Sections",m²,27.84,741
MJD-001004,GRO-0742,"Proofex Hydromat; horizontal","Groundworks","Miscellaneous",m²,35.95,742
MJD-001005,GRO-0743,"Proofex Hydromat; vertical","Groundworks","Miscellaneous",m²,38.89,743
MJD-001006,GRO-0744,"Premcrete Maxiprufe 2000; horizontal","Groundworks","Miscellaneous",m²,17.37,744
MJD-001007,GRO-0745,"Premcrete Maxiprufe 2000; vertical","Groundworks","Miscellaneous",m²,20.3,745
MJD-001008,GRO-0746,"Premcrete Twinseal; seal at junctions; 5 x 50 fillet","Groundworks","Filling",m,11.36,746
MJD-001009,GRO-0747,"Premcrete Maxiprufe Plus; horizontal","Groundworks","Miscellaneous",m²,25.43,747
MJD-001010,GRO-0748,"Premcrete Maxiprufe Plus; vertical","Groundworks","Miscellaneous",m²,28.37,748
MJD-001011,GRO-0749,"Tecknochem HBR 50 x 50 mortar fillet to intersection","Groundworks","Filling",m,11.36,749
MJD-001012,GRO-0750,"Hydrostop WS10 to penetrations through slab","External Works","Paving",nr,41.78,750
MJD-001014,GRO-0752,"Twinseal compound to penetrations through slab","External Works","Paving",nr,12.35,752
MJD-001015,GRO-0753,"Hydrophillic waterstop","Groundworks","Miscellaneous",m,12.51,753
MJD-001016,GRO-01016,"Pre-Applied Membranes","Groundworks","Membranes & DPM",ltr,0,0
MJD-001017,GRO-0754,"Triton Triseal; horizontal","Groundworks","Miscellaneous",m²,27.52,754
MJD-001018,GRO-0755,"Triton Triseal; vertical","Groundworks","Miscellaneous",m²,32.33,755
MJD-001019,GRO-0756,"Preprufe; 300R; horizontal","Groundworks","Miscellaneous",m²,36.57,756
MJD-001020,GRO-0757,"Preprufe; 300R; horizontal; narrow widths ne 300mm","Groundworks","Miscellaneous",m²,48.64,757
MJD-001021,GRO-0758,"Preprufe; 300R; vertical","Groundworks","Miscellaneous",m²,41.38,758
MJD-001022,GRO-0759,"Preprufe; 160R; horizontal (not recommended)","Groundworks","Miscellaneous",m²,34.22,759
MJD-001023,GRO-0760,"Preprufe; 160R; vertical","Groundworks","Miscellaneous",m²,37.48,760
MJD-001024,GRO-0761,"Preprufe internal/perimeter junction","Groundworks","Miscellaneous",m,8.88,761
MJD-001025,GRO-0762,"Preprufe; 800PA; horizontal","Groundworks","Miscellaneous",m²,23.94,762
MJD-001026,GRO-0763,"Preprufe; 800PA; vertical","Groundworks","Miscellaneous",m²,28.75,763
MJD-001027,GRO-0764,"SikaProof A-(08); horizontal","Groundworks","Miscellaneous",m²,30.55,764
MJD-001028,GRO-0765,"SikaProof A-(08); vertical","Groundworks","Miscellaneous",m²,35.36,765
MJD-001029,GRO-0766,"Sikadur 41; 75 x 75 fillet; around top of piles","Groundworks","Piling",m,13.48,766
MJD-001030,GRO-0767,"Sikadur 32; applied to top of piles","Groundworks","Piling",m²,27.21,767
MJD-001031,GRO-0768,"Sika; seal at junctions","Groundworks","Miscellaneous",m,11.36,768
MJD-001032,GRO-0769,"Pudlo GP Ultra +; gas & water membrane; horizontal","Groundworks","Membranes & DPM",m²,33.45,769
MJD-001033,GRO-0770,"Pudlo GP Ultra +; gas & water membrane; vertical","Groundworks","Membranes & DPM",m²,38.1,770
MJD-001034,GRO-0771,"Combiseal; horizontal; (gas & water)","Groundworks","Miscellaneous",m²,33.45,771
MJD-001035,GRO-0772,"Combiseal; vertical (gas & water)","Groundworks","Miscellaneous",m²,38.1,772
MJD-001036,GRO-0773,"Combiseal; Hydroprufe 8000 vertical (gas & water)","Groundworks","Miscellaneous",m²,61.2,773
MJD-001037,GRO-0774,"Combi seal 150mm; horz; lapped & taped","Groundworks","Miscellaneous",m²,33.45,774
MJD-001038,GRO-0773,"Combi seal 150mm; horz; lapped & taped; shot-fired to conc","Groundworks","Miscellaneous",m,14.7,773
MJD-001039,GRO-0774,"Hydroprufe HCR butyl tape reinforcement","Concrete Works","Reinforcement",m,4.11,774
MJD-001040,GRO-0775,"Twinseal compound 50 x 50 fillet; around top of piles","Groundworks","Piling",m,27.18,775
MJD-001041,GRO-0774,"Twinseal compound 5 x 50 fillet; around top of piles; secured by termination bar","Groundworks","Piling",m,33.34,774
MJD-001042,GRO-0775,"Hydrostop WSM 15mm bead; seal at junctions","Groundworks","Miscellaneous",m,12.69,775
MJD-001043,GRO-0776,"Premcrete Hydroseal FX; horizontal; around top of piles","Groundworks","Piling",m,15.97,776
MJD-001044,GRO-0775,"Premcrete Twinseal 50 x 50mm fillet seal at junctions","Groundworks","Filling",m,14.77,775
MJD-001045,GRO-0776,"Detailing to combiseal; angles, fillets, junctions, intersections, etc","Groundworks","Filling",sum,0.5,776
MJD-001046,GRO-0777,"Proofex Engage; horizontal","Groundworks","Miscellaneous",m²,25.65,777
MJD-001047,GRO-0776,"Proofex Engage; vertical","Groundworks","Miscellaneous",m²,30.46,776
MJD-001048,GRO-0777,"Proofex Engage; fillet to penetrations","Groundworks","Filling",m,20.45,777
MJD-001049,GRO-01049,"Bonded / stick on membranes","Groundworks","Membranes & DPM",tonne,0,0
MJD-001050,GRO-0778,"Bituthene MRX; horizontal","Groundworks","Miscellaneous",m²,19.19,778
MJD-001051,GRO-0779,"Bituthene MRX; vertical","Groundworks","Miscellaneous",m²,28.8,779
MJD-001052,GRO-0780,"Bituthene GP; horizontal","Groundworks","Miscellaneous",m²,19.13,780
MJD-001053,GRO-0781,"Bituthene GP; vertical","Groundworks","Miscellaneous",m²,28.74,781
MJD-001054,GRO-0782,"Bituthene 4000; horizontal","Groundworks","Miscellaneous",m²,24.68,782
MJD-001055,GRO-0783,"Bituthene 4000; vertical","Groundworks","Miscellaneous",m²,34.29,783
MJD-001056,GRO-0784,"Bituthene movement joint comprising soft fillet and fold","Groundworks","Filling",m,20.72,784
MJD-001059,GRO-0787,"Cetbit 300; horizontal","Groundworks","Miscellaneous",m²,20.82,787
MJD-001060,GRO-0788,"Cetbit 300; vertical","Groundworks","Miscellaneous",m²,30.44,788
MJD-001061,GRO-0789,"Cetbit 300; angles; reinforcing strip","Groundworks","Excavation",m,10.14,789
MJD-001062,GRO-0790,"RIW Sheetseal 226; horizontal","Groundworks","Miscellaneous",m²,30.95,790
MJD-001063,GRO-0791,"RIW Sheetseal 226; vertical","Groundworks","Miscellaneous",m²,40.56,791
MJD-001064,GRO-0792,"Proofex 3000; horizontal","Groundworks","Miscellaneous",m²,19.08,792
MJD-001065,GRO-0793,"Proofex 3000; vertical","Groundworks","Miscellaneous",m²,28.7,793
MJD-001066,GRO-0794,"Seal & dress around pile","Groundworks","Piling",nr,14.78,794
MJD-001067,GRO-0795,"Joint proofex to visqueen","Masonry","Mortar & Pointing",m,10.73,795
MJD-001068,GRO-0796,"Pudlo GP Ultra Seal; gas & water membrane; horizontal","Groundworks","Membranes & DPM",m²,19.13,796
MJD-001069,GRO-0797,"Pudlo GP Ultra Seal; gas & water membrane; vertical","Groundworks","Membranes & DPM",m²,28.74,797
MJD-001070,GRO-0798,"Pudlo GP Ultra Seal; gas & water membrane; vertical ne 300mm wde","Groundworks","Membranes & DPM",m,12.93,798
MJD-001071,GRO-0799,"Premcrete Hydroprufe 3000; horizontal","Groundworks","Miscellaneous",m²,19.13,799
MJD-001072,GRO-0800,"Premcrete Hydroprufe 3000; vertical","Groundworks","Miscellaneous",m²,28.74,800
MJD-001073,GRO-0801,"Hydrostop WS10 to pentrations through slab","External Works","Paving",nr,8.88,801
MJD-001075,EXT-01075,"Cavity Drains","External Works","External Drainage",tonne,0,0
MJD-001076,GRO-0803,"Platon P20 cavity drain; horizontal","External Works","External Drainage",m²,17.02,803
MJD-001077,GRO-0804,"Platon multi cavity drain; vertical","External Works","External Drainage",m²,20.69,804
MJD-001078,GRO-0805,"Hydroduct CF 20 cavity drain; horizontal","Structural Steel","Steel Sections",m²,19.15,805
MJD-001079,GRO-0806,"Hydroduct CF 20 cavity drain; vertical","Structural Steel","Steel Sections",m²,28.13,806
MJD-001080,GRO-0807,"Hydroduct CF 08 cavity drain; vertical","Structural Steel","Steel Sections",m²,23.58,807
MJD-001081,GRO-0808,"Hydroduct internal/perimeter junction","Structural Steel","Steel Sections",m,11.28,808
MJD-001082,GRO-0809,"Hydroduct 401 cavity drain; horizontal","Structural Steel","Steel Sections",m²,32.82,809
MJD-001083,GRO-0810,"Hydroduct 501 cavity drain; horizontal","Structural Steel","Steel Sections",m²,42.26,810
MJD-001084,GRO-0811,"Hydroduct channel","Structural Steel","Steel Sections",m,24.32,811
MJD-001085,GRO-0812,"Hydroduct channel corner","Structural Steel","Steel Sections",nr,38.83,812
MJD-001086,GRO-0813,"Hydroduct channel T junction","Structural Steel","Steel Sections",nr,49.63,813
MJD-001087,GRO-0814,"Hydroduct channel outlet","Structural Steel","Steel Sections",nr,26.72,814
MJD-001088,GRO-0815,"Cetco Aquadrain 8mm cavity drain; horizontal","External Works","External Drainage",m²,14.08,815
MJD-001089,GRO-0816,"Cetco Aquadrain 8mm cavity drain; vertical","External Works","External Drainage",m²,21.3,816
MJD-001090,GRO-0817,"Premcrete Hydroflow HP8; horizontal","Groundworks","Miscellaneous",m²,13.75,817
MJD-001091,GRO-0818,"Premcrete Hydroflow HP8; vertical","Groundworks","Miscellaneous",m²,20.96,818
MJD-001092,GRO-0819,"Premcrete Hydroflow HP20; horizontal","Groundworks","Miscellaneous",m²,16.06,819
MJD-001093,GRO-0820,"Premcrete Hydroflow HP20; vertical","Groundworks","Miscellaneous",m²,23.27,820
MJD-001094,GRO-0821,"Delta MS500 cavity drain; horizontal","External Works","External Drainage",m²,21.19,821
MJD-001095,GRO-0822,"Delta MS500 cavity drain; vertical","External Works","External Drainage",m²,28.4,822
MJD-001096,GRO-0823,"Delta internal/perimeter junction","Groundworks","Miscellaneous",m,11.28,823
MJD-001097,GRO-0824,"Delta channel","External Works","Kerbs & Edgings",m,19.15,824
MJD-001098,GRO-0825,"Delta channel; corners","External Works","Kerbs & Edgings",nr,24.08,825
MJD-001099,GRO-0826,"Delta channel; outlets","External Works","Kerbs & Edgings",nr,19.24,826
MJD-001100,GRO-0827,"Delta dual V3 sump pump chamber; S&F; M&E by others","Plant","Small Plant",nr,1931.67,827
MJD-001101,GRO-01101,"Injection repair system (Rascor)","Groundworks","Miscellaneous",tonne,0,0
MJD-001102,GRO-0828,"Rascor waterproofing (as Rascor quote + fix only grout tubes)","Structural Steel","Steel Sections",sum,0,828
MJD-001103,GRO-0829,"Re-injectable grout tubes; MBL fix only free issue","Structural Steel","Steel Sections",m,7.75,829
MJD-001104,GRO-0830,"Re-injectable grout tubes; Specialist supply and inject; MBL fix in place (Rascor)","Structural Steel","Steel Sections",m,21.91,830
MJD-001105,GRO-0831,"Rascor injection joint system /m2 slab area","Masonry","Mortar & Pointing",m²,6.83,831
MJD-001106,GRO-0832,"Rascor injection joint system /m2 wall area","Masonry","Mortar & Pointing",m²,19.25,832
MJD-001107,GRO-01107,"Penetrations","Groundworks","Miscellaneous",tonne,0,0
MJD-001109,GRO-0834,"Hydroseal FX; surface of filled holes and 1m perimeter","Groundworks","Filling",m²,0,834
MJD-001110,GRO-0835,"Hydrostop HS10 waterstop & detail tape; Hydroplug sealing system dressed around pipe; ne 100mm dia","External Works","External Drainage",nr,178.58,835
MJD-001111,GRO-0836,"Hydrostop HS10 waterstop & detail tape; Hydroplug sealing system dressed around pipe; ne 150mm dia","External Works","External Drainage",nr,253.16,836
MJD-001112,GRO-0837,"Teknocem LA non shrink grout; infill around pipes","Groundworks","Filling",m³,2600.48,837
MJD-001113,GRO-01113,"Gas Membranes","Groundworks","Membranes & DPM",item,0,0
MJD-001114,GRO-0838,"Testing Certification of gas barrier (per visit)","External Works","Fencing & Gates",nr,590,838
MJD-001115,GRO-0839,"Gas membrane; Visqueen Radon Barrier; horizontal","Groundworks","Membranes & DPM",m²,1.73,839
MJD-001116,GRO-0840,"Gas membrane; Visqueen Radon Barrier; vertical","Groundworks","Membranes & DPM",m²,2.31,840
MJD-001117,GRO-0841,"Gas membrane; Visqueen Radon Barrier; turn up at edges ne 250mm","Groundworks","Membranes & DPM",m,1.77,841
MJD-001118,GRO-0842,"Gas membrane; Visqueen Radon Barrier; Top Hat rigid seals to 110dia penetrations","Groundworks","Membranes & DPM",nr,20.63,842
MJD-001119,GRO-0843,"Gas membrane; Grace GGM400; horizontal","Groundworks","Membranes & DPM",m²,9.64,843
MJD-001120,GRO-0844,"Gas membrane; Grace GGM400; vertical","Groundworks","Membranes & DPM",m²,12.04,844
MJD-001121,GRO-0845,"Gas membrane; Grace Gasvoid PF; horizontal; 915mm wide","Groundworks","Membranes & DPM",m,19.93,845
MJD-001122,GRO-0846,"Gas membrane; Visqueen Gas Barrier; horizontal","Groundworks","Membranes & DPM",m²,8.3,846
MJD-001123,GRO-0847,"Gas membrane; Visqueen Gas Barrier; vertical","Groundworks","Membranes & DPM",m²,9.57,847
MJD-001124,GRO-0848,"Gas membrane; Visqueen Gas Barrier; dressing to angles, junctions, etc","Groundworks","Membranes & DPM",m,6.84,848
MJD-001125,GRO-0849,"Gas membrane; Visqueen self adhesive; horizontal","Groundworks","Membranes & DPM",m²,17.63,849
MJD-001126,GRO-0850,"Gas membrane; Visqueen self adhesive; vertical","Groundworks","Membranes & DPM",m²,20.04,850
MJD-001127,GRO-0851,"Gas membrane; Visqueen Ultimate VOC BLOK Gas Barrier; horizontal (formerly GX)","Groundworks","Membranes & DPM",m²,17.63,851
MJD-001128,GRO-0852,"Gas membrane; Visqueen Ultimate VOC BLOK Gas Barrier; vertical (formerly GX)","Groundworks","Membranes & DPM",m²,20.04,852
MJD-001129,GRO-0853,"Gas membrane; Monarflex Reflex Super; horizontal","Groundworks","Membranes & DPM",m²,9.8,853
MJD-001130,GRO-0854,"Gas membrane; Monarflex RAC; horizontal","Groundworks","Membranes & DPM",m²,10.62,854
MJD-001131,GRO-0855,"Gas membrane; Monarflex RAC; vertical","Groundworks","Membranes & DPM",m²,12.54,855
MJD-001132,GRO-0856,"Premcrete Combiseal; horizontal","Groundworks","Miscellaneous",m²,30.94,856
MJD-001133,GRO-0857,"Premcrete Combiseal; vertical","Groundworks","Miscellaneous",m²,35.75,857
MJD-001135,GRO-0859,"Premcrete Hydroprufe 6000 flexi; horizontal","Groundworks","Miscellaneous",m²,13.06,859
MJD-001136,GRO-0860,"Premcrete Hydroprufe 6000 flexi; vertical","Groundworks","Miscellaneous",m²,14.98,860
MJD-001137,GRO-0861,"Premcrete Hydrostop BR; seal at junctions","Groundworks","Miscellaneous",m,11.28,861
MJD-001138,GRO-0862,"Premcrete Hydroprufe 9000; horizontal","Groundworks","Miscellaneous",m²,7.98,862
MJD-001139,GRO-0863,"Premcrete Hydroprufe 9000; vertical","Groundworks","Miscellaneous",m²,9.91,863
MJD-001141,GRO-0865,"EO gas barriers for dressings, penetrations, joints & corners (add 50%)","Masonry","Mortar & Pointing",sum,0.5,865
MJD-001142,GRO-0866,"Protection board; Servipak 3mm; vertical","Preliminaries","Temporary Works",m²,17.42,866
MJD-001143,GRO-0867,"Protection board; Servipak 6mm; horizontal","Preliminaries","Temporary Works",m²,18.74,867
MJD-001144,GRO-0868,"Protection board; Servipak 6mm; vertical","Preliminaries","Temporary Works",m²,20.14,868
MJD-001145,GRO-0869,"Protection board; Servipak 12mm; vertical","Preliminaries","Temporary Works",m²,34.19,869
MJD-001146,GRO-0870,"Protection board; Protection 03; 3mm; vertical","Preliminaries","Temporary Works",m²,12.67,870
MJD-001147,GRO-0871,"Premcrete Protection board 300; 3mm vertical","Preliminaries","Temporary Works",m²,8.31,871
MJD-001148,GRO-0872,"Premcrete Protection board 600; 3mm vertical","Preliminaries","Temporary Works",m²,12.09,872
MJD-001169,CON-01169,"RC Works","Concrete Works","Miscellaneous",item,1,0
MJD-001173,CON-01173,"In-situ Concrete","Concrete Works","Concrete Supply",tonne,0,0
MJD-001174,CON-01174,"Plain Concrete GEN1 / C10 / ST2","Concrete Works","Concrete Supply",tonne,119,0
MJD-001175,RC -0001,"Blinding ne 150 thk","Concrete Works","Miscellaneous",m³,188.16,1
MJD-001176,RC -0002,"Blinding: 50mm thk","Concrete Works","Miscellaneous",m²,9.41,2
MJD-001177,RC -0003,"Blinding: 75mm thk","Concrete Works","Miscellaneous",m²,14.11,3
MJD-001178,RC -0004,"Blinding ne 150 thk; sloping","Concrete Works","Miscellaneous",m³,201.5,4
MJD-001179,RC -0005,"Blinding: 50mm thk; sloping","Concrete Works","Miscellaneous",m²,28.08,5
MJD-001180,RC -0006,"Bed; 150-450mm thk","Concrete Works","Miscellaneous",m³,182.52,6
MJD-001181,RC -0007,"Back blinding 150 thk; vertical, inc formwork","Concrete Works","Formwork",m²,142.57,7
MJD-001182,RC -0008,"Mass fill / pad foundation","Groundworks","Filling",m³,173.2,8
MJD-001183,RC -0009,"Filling hollow walls; ne 150mm","Groundworks","Filling",m³,382.54,9
MJD-001184,CON-01184,"Plain Concrete Foamed; 1000-1200kg/m3; 10N/mm2","Concrete Works","Concrete Supply",m³,0,0
MJD-001185,RC -0010,"Filling to vaults","Groundworks","Filling",m³,140.43,10
MJD-001186,CON-01186,"Plain Concrete GEN2 / C15 / ST3","Concrete Works","Concrete Supply",tonne,120,0
MJD-001187,RC -0011,"Blinding ne 150 thk","Concrete Works","Miscellaneous",m³,189.52,11
MJD-001188,RC -0012,"Blinding ne 150 thk; 50mm thk","Concrete Works","Miscellaneous",m²,9.48,12
MJD-001189,RC -0013,"Blinding ne 150 thk; sloping","Concrete Works","Miscellaneous",m³,202.86,13
MJD-001190,RC -0014,"Pad foundations","Concrete Works","Miscellaneous",m³,174.49,14
MJD-001191,RC -0015,"Strip foundations","Groundworks","Excavation",m³,175.03,15
MJD-001192,RC -0016,"Filling hollow walls; ne 150mm","Groundworks","Filling",m³,383.96,16
MJD-001193,CON-01193,"Plain Concrete GEN3 / C20 / ST4","Concrete Works","Concrete Supply",tonne,121,0
MJD-001194,RC -0017,"Blinding ne 150 thk","Concrete Works","Miscellaneous",m³,190.88,17
MJD-001196,RC -0019,"Pad foundations","Concrete Works","Miscellaneous",m³,175.79,19
MJD-001197,RC -0020,"Strip footings","Groundworks","Excavation",m³,176.32,20
MJD-001198,RC -0021,"Bed; 150-450mm thk","Concrete Works","Miscellaneous",m³,170.96,21
MJD-001199,RC -0022,"Bed; ex 450mm thk","Concrete Works","Miscellaneous",m³,170.42,22
MJD-001200,RC -0023,"Mass fill","Groundworks","Filling",m³,175.79,23
MJD-001201,RC -0024,"Filling hollow walls; ne 150mm","Groundworks","Filling",m³,385.37,24
MJD-001202,CON-01202,"Plain Concrete C25","Concrete Works","Concrete Supply",tonne,122,0
MJD-001203,RC -0025,"Blinding ne 150 thk","Concrete Works","Miscellaneous",m³,192.24,25
MJD-001204,RC -0026,"Mass fill footings","Groundworks","Filling",m³,178.16,26
MJD-001205,RC -0027,"Mass fill isolated bases","Groundworks","Filling",m³,177.09,27
MJD-001206,RC -0028,"Mass concrete steps","Concrete Works","Concrete Supply",m³,215.54,28
MJD-001208,CON-01208,"Plain Concrete C30; DS/DC/AC-2/3/4","Concrete Works","Concrete Supply",tonne,124,0
MJD-001209,RC -0030,"Blinding ne 150 thk","Concrete Works","Miscellaneous",m³,194.95,30
MJD-001210,RC -0031,"Mass fill footings / strip foundations","Groundworks","Excavation",m³,172.37,31
MJD-001211,RC -0032,"Mass fill isolated bases","Groundworks","Filling",m³,172.9,32
MJD-001212,RC -0033,"Mass concrete steps","Concrete Works","Concrete Supply",m³,220.93,33
MJD-001213,RC -0034,"Bed; ne 150mm thk","Concrete Works","Miscellaneous",m³,183.65,34
MJD-001214,RC -0035,"Bed; 150-450mm thk","Concrete Works","Miscellaneous",m³,172.23,35
MJD-001215,CON-01215,"Plain Concrete FND2 (C35)","Concrete Works","Concrete Supply",tonne,126,0
MJD-001216,RC -0036,"Blinding ne 150 thk","Concrete Works","Miscellaneous",m³,197.66,36
MJD-001217,RC -0037,"Pad foundations","Concrete Works","Miscellaneous",m³,189.72,37
MJD-001218,RC -0038,"Strip footings","Groundworks","Excavation",m³,190.25,38
MJD-001219,RC -0039,"Filling hollow walls; ne 150mm","Groundworks","Filling",m³,392.45,39
MJD-001220,CON-01220,"Plain Concrete C40; DS/DC/AC-2/3/4","Concrete Works","Concrete Supply",tonne,128,0
MJD-001221,RC -0040,"Pad foundations","Concrete Works","Miscellaneous",m³,184.88,40
MJD-001222,RC -0041,"Bed; 150-450mm thk","Concrete Works","Miscellaneous",m³,187.18,41
MJD-001223,RC -0042,"Strip footings","Groundworks","Excavation",m³,185.41,42
MJD-001224,CON-01224,"Total Plain Concrete","Concrete Works","Concrete Supply",m³,0,0
MJD-001225,CON-01225,"Reinforced Concrete C25; DS/DC/AC-2/3/4","Concrete Works","Concrete Supply",tonne,122,0
MJD-001226,RC -0001,"Pile caps / foundations","Groundworks","Piling",m³,166.29,1
MJD-001227,RC -0043,"Bed; 150-450mm thk","Concrete Works","Miscellaneous",m³,168.6,43
MJD-001228,RC -0044,"Walls; 150-450mm thk","Concrete Works","Miscellaneous",m³,189.52,44
MJD-001229,CON-01229,"Reinforced Concrete C30","Concrete Works","Concrete Supply",tonne,128,0
MJD-001230,PLA-01230,"S3/pump","Plant","Small Plant",item,0,128
MJD-001231,RC -0044,"Slabs/Topping; ne 150mm thk","Concrete Works","Screeds",m³,186.26,44
